Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
OG0002891	NEOSPISA	SPISA	358.1316754	361.6729338	359.7842627	-0.013123298	0.268274917	-0.048917351	0.960985161	0.975781259	TRINITY_GG_10177_c0_g1_i1.p1	Lko057S000417	262173	264381	+
OG0002892	NEOSPISA	SPISA	60.76661303	33.0072524	47.81224473	0.881155281	0.250363683	3.519501199	4.32E-04	0.001962996	TRINITY_GG_10182_c0_g1_i2.p1	Lko057S000425	277745	279470	-
OG0002893	NEOSPISA	SPISA	38.78912765	5.09996778	23.06751971	2.932263026	0.324525821	9.035530723	1.63E-19	3.08E-18	TRINITY_GG_10191_c0_g1_i2.p1	Lko057S001095	420945	424498	+
OG0002894	NEOSPISA	SPISA	246.7764775	291.9661994	267.8650144	-0.240740388	0.17926707	-1.342914727	0.179299587	0.301706938	TRINITY_GG_10197_c0_g1_i21.p2	Lko057S001095	321267	321886	+
OG0002895	NEOSPISA	SPISA	330.8152183	337.989016	334.1629905	-0.033314327	0.087187688	-0.38209899	0.702387941	0.803451921	TRINITY_GG_10197_c0_g1_i21.p1	Lko057S001095	277280	320580	-
OG0002896	NEOSPISA	SPISA	140.221568	155.2297614	147.2253916	-0.15131381	0.112251138	-1.347993545	0.177660459	0.299575179	TRINITY_GG_10197_c1_g1_i2.p1	Lko057S001095	11002	83418	-
OG0002897	NEOSPISA	SPISA	139.8733944	163.6092591	150.9501313	-0.220446931	0.117488753	-1.876323704	0.060610844	0.130973131	TRINITY_GG_10197_c2_g2_i9.p1	Lko057S001095	262598	270591	+
OG0002898	NEOSPISA	SPISA	115.4798336	152.1426643	132.5891546	-0.399123955	0.157040677	-2.541532318	0.011036774	0.033265334	TRINITY_GG_10197_c3_g1_i1.p1	Lko057S001095	327531	331885	-
OG0002899	NEOSPISA	SPISA	1350.577304	1248.568584	1302.973235	0.112612657	0.105643429	1.065969345	0.286437499	0.425100189	TRINITY_GG_10200_c0_g1_i3.p1	Lko057S004167	5731	23327	-
OG0002900	NEOSPISA	SPISA	1680.422077	1647.719834	1665.16103	0.028269368	0.152016774	0.185962163	0.852474433	0.907450186	TRINITY_GG_10200_c0_g1_i3.p2	Lko057S004167	24097	29106	+
OG0002901	NEOSPISA	SPISA	205.0242243	213.7808383	209.1106441	-0.060721732	0.121227074	-0.500892493	0.616446786	0.735032302	TRINITY_GG_10200_c0_g1_i3.p3	Lko057S004167	29381	30238	-
OG0002903	NEOSPISA	SPISA	3708.490981	5166.753351	4389.01342	-0.478448906	0.147891033	-3.235144789	0.001215811	0.004956135	TRINITY_GG_10204_c0_g1_i1.p1	Lko057S004289	259429	260784	+
OG0002904	NEOSPISA	SPISA	126.6219544	210.8828635	165.943712	-0.741350515	0.178918738	-4.143504055	3.42E-05	1.92E-04	TRINITY_GG_10207_c0_g2_i1.p2	Lko057S008165	42	3543	+
OG0002905	NEOSPISA	SPISA	86.70494385	84.94474781	85.88351903	0.022870115	0.131746087	0.173592367	0.862185831	0.914069538	TRINITY_GG_10210_c0_g1_i9.p2	Lko057S001353	30667	33373	+
OG0002906	NEOSPISA	SPISA	2529.740046	2007.700784	2286.121724	0.333222742	0.115366131	2.888393133	0.003872156	0.013548336	TRINITY_GG_10210_c1_g1_i4.p1	Lko057S001353	127751	163159	-
OG0002907	NEOSPISA	SPISA	607.0837294	606.1883998	606.6659089	0.001043063	0.174082486	0.005991776	0.995219283	0.997284696	TRINITY_GG_10210_c1_g1_i4.p2	Lko057S001353	164236	184397	-
OG0002908	NEOSPISA	SPISA	17.09232872	101.4799002	56.4731954	-2.586748486	0.22668895	-11.41100388	3.68E-30	1.17E-28	TRINITY_GG_10210_c2_g1_i2.p1	Lko057S001353	58750	60366	+
OG0002909	NEOSPISA	SPISA	25.19729847	25.08632887	25.14551266	0.01138396	0.357591231	0.03183512	0.974603539	0.984458785	TRINITY_GG_10210_c30_g1_i1.p1	Lko057S001353	297188	297613	-
OG0002910	NEOSPISA	SPISA	162.6277307	163.1388871	162.8662704	-0.004406658	0.112751254	-0.039083003	0.968824212	0.980915908	TRINITY_GG_10210_c31_g1_i1.p1	Lko057S001353	13026	13856	+
OG0002911	NEOSPISA	SPISA	79.9831571	84.34218238	82.0173689	-0.077440068	0.171970904	-0.450309131	0.652487556	0.764398756	TRINITY_GG_10210_c4_g1_i6.p1	Lko057S001353	53764	55074	-
OG0002912	NEOSPISA	SPISA	65.53318927	68.52129516	66.92763868	-0.058939667	0.157388235	-0.374485853	0.70804288	0.807459859	TRINITY_GG_10210_c6_g1_i1.p1	Lko057S001353	35605	44035	-
OG0002913	NEOSPISA	SPISA	75.82903669	84.03246812	79.65730469	-0.147580838	0.231084247	-0.638645167	0.523053791	0.655140138	TRINITY_GG_10214_c0_g1_i2.p1	Lko057S001953	197539	235554	+
OG0002914	NEOSPISA	SPISA	88.53008399	74.36284901	81.91870766	0.254936001	0.227375137	1.121213185	0.262197129	0.398557795	TRINITY_GG_10218_c21_g1_i1.p1	Lko057S002041	991936	992394	+
OG0002915	NEOSPISA	SPISA	84.91090916	80.83974283	83.01103154	0.066791121	0.195353906	0.341898056	0.732427613	0.825778331	TRINITY_GG_10222_c0_g1_i1.p1	Lko057S002041	325010	325909	+
OG0002916	NEOSPISA	SPISA	141.5847885	161.0380682	150.6629857	-0.181116824	0.208407254	-0.869052396	0.384818472	0.528391086	TRINITY_GG_10228_c0_g1_i1.p1	Lko057S002041	763337	763762	+
OG0002917	NEOSPISA	SPISA	26.56643482	19.21134096	23.13405769	0.477310382	0.250324627	1.906765575	0.056550951	0.124031918	TRINITY_GG_10228_c1_g1_i1.p1	Lko057S002041	636775	639225	-
OG0002918	NEOSPISA	SPISA	14.23340602	10.43591576	12.4612439	0.43914533	0.502586043	0.873771439	0.382242737	0.525978643	TRINITY_GG_10229_c0_g1_i1.p1	Lko057S002041	348211	349464	-
OG0002919	NEOSPISA	SPISA	246.2813771	328.8341821	284.8060194	-0.417400133	0.128032941	-3.260099557	0.001113731	0.004578672	TRINITY_GG_10247_c0_g1_i8.p1	Lko057S003101	83058	87134	-
OG0002920	NEOSPISA	SPISA	37.02519458	36.15615544	36.61964298	0.031412251	0.282307555	0.111269607	0.911402556	0.943750212	TRINITY_GG_10250_c1_g1_i4.p1	Lko057S003101	143897	285456	-
OG0002921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRINITY_GG_10250_c1_g1_i4.p3	Lko057S003101	143565	143900	-
OG0002922	NEOSPISA	SPISA	12.9743894	35.09096348	23.29545731	-1.464137603	0.279152676	-5.244934873	1.56E-07	1.25E-06	TRINITY_GG_10260_c0_g1_i2.p1	Lko057S008772	37906	38478	-
OG0002923	NEOSPISA	SPISA	87.92952398	135.9586649	110.3431231	-0.62805679	0.188444579	-3.332846149	8.60E-04	0.003628232	TRINITY_GG_10260_c1_g1_i3.p1	Lko057S008772	46018	47109	+
OG0002924	NEOSPISA	SPISA	2759.826857	2249.645625	2521.742282	0.294952616	0.113599405	2.596427464	0.009419879	0.029091069	TRINITY_GG_10262_c0_g1_i4.p1	Lko057S002922	8700	18000	+
OG0002925	NEOSPISA	SPISA	61.0462982	58.96625906	60.07561327	0.042955673	0.171966496	0.249790944	0.802749023	0.875157747	TRINITY_GG_10262_c2_g1_i8.p1	Lko057S002922	37950	56735	-
OG0002926	NEOSPISA	SPISA	869.5229669	662.6757278	772.9942554	0.392216704	0.144299723	2.718069701	0.0065664	0.02135075	TRINITY_GG_10277_c0_g1_i14.p1	Lko057S005077	28982	29878	-
OG0002927	NEOSPISA	SPISA	2467.343688	2045.195069	2270.340999	0.270881622	0.150028049	1.805539849	0.070990246	0.148355941	TRINITY_GG_10287_c1_g1_i1.p1	Lko057S006241	133499	134476	+
OG0002928	NEOSPISA	SPISA	443.3739959	600.654213	516.7714305	-0.437202178	0.232936561	-1.876915223	0.060529714	0.13085638	TRINITY_GG_10289_c0_g1_i2.p1	Lko057S006511	124960	151243	-
OG0002929	NEOSPISA	SPISA	3128.161943	2864.80044	3005.259908	0.126619365	0.106809861	1.18546512	0.235833598	0.369537233	TRINITY_GG_10289_c7_g1_i3.p1	Lko057S006511	27387	79770	+
OG0002930	NEOSPISA	SPISA	1.63966637	6.199328087	3.767508504	-1.841029303	0.690334283	-2.6668664	0.00765621	0.02442551	TRINITY_GG_1028_c1_g1_i3.p1	Lko057S006790	5326	49114	+
OG0002931	NEOSPISA	SPISA	23.13840482	33.33944053	27.89888815	-0.5364429	0.212332803	-2.52642499	0.011522999	0.034440608	TRINITY_GG_10293_c0_g1_i3.p1	Lko057S006997	14724	61956	-
OG0002932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRINITY_GG_1030_c0_g1_i1.p1	Lko057S004156	45423	45767	-
OG0002933	NEOSPISA	SPISA	499.9816732	486.4876515	493.6844631	0.04016677	0.194329851	0.206693774	0.83624902	0.897494641	TRINITY_GG_1031_c0_g1_i8.p1	Lko057S009750	192367	203338	+
OG0002934	NEOSPISA	SPISA	291.6583609	267.8713616	280.5577612	0.124007968	0.114175681	1.086115423	0.27742793	0.415432085	TRINITY_GG_10321_c1_g2_i5.p2	Lko057S000558	1882079	1911909	+
OG0002935	NEOSPISA	SPISA	288.0675122	398.8766204	339.7784294	-0.469557869	0.093039451	-5.046868455	4.49E-07	3.43E-06	TRINITY_GG_10321_c1_g2_i5.p1	Lko057S000558	1874018	1881025	-
OG0002936	NEOSPISA	SPISA	126.1867825	88.17131334	108.4462302	0.515531822	0.146166275	3.527023064	4.20E-04	0.001914364	TRINITY_GG_10321_c3_g1_i24.p1	Lko057S000558	1820303	1828356	+
OG0002937	NEOSPISA	SPISA	44.29004674	34.91612438	39.91554964	0.337830195	0.195363543	1.729238678	0.083766387	0.168632894	TRINITY_GG_10323_c0_g2_i4.p1	Lko057S000558	1395791	1396312	-
OG0002938	NEOSPISA	SPISA	64.89519934	64.26229749	64.59984514	0.014536256	0.193480975	0.075130156	0.940111154	0.96271234	TRINITY_GG_10324_c0_g1_i1.p1	Lko057S000558	1800650	1801435	+
OG0002939	NEOSPISA	SPISA	263.4358463	278.0347845	270.2486842	-0.081759424	0.102901589	-0.794539961	0.426881155	0.569863328	TRINITY_GG_10325_c0_g1_i11.p1	Lko057S000558	429314	455929	-
OG0002940	NEOSPISA	SPISA	33.89264525	47.74575912	40.35743173	-0.499412461	0.244859358	-2.039589034	0.041391275	0.096643023	TRINITY_GG_10325_c1_g1_i22.p1	Lko057S000558	720572	730642	-
OG0002941	NEOSPISA	SPISA	191.0766596	178.7500241	185.3242297	0.098343621	0.209017234	0.470504843	0.637994375	0.752732032	TRINITY_GG_10325_c2_g1_i8.p2	Lko057S000558	142605	156849	-
OG0002942	NEOSPISA	SPISA	128.0657085	161.5863573	143.7086779	-0.334240028	0.190811599	-1.751675628	0.0798296	0.162229471	TRINITY_GG_10325_c4_g1_i20.p1	Lko057S000558	56517	383462	+
OG0002943	NEOSPISA	SPISA	146.1215596	142.9454963	144.6393967	0.031146422	0.130860048	0.238013222	0.811870839	0.882238609	TRINITY_GG_10325_c4_g4_i4.p1	Lko057S000558	389554	391569	-
OG0002944	NEOSPISA	SPISA	57.10607174	141.1576977	96.33016383	-1.29977013	0.203578964	-6.384599396	1.72E-10	1.81E-09	TRINITY_GG_10328_c0_g1_i49.p1	Lko057S000558	1612353	1637558	+
OG0002945	NEOSPISA	SPISA	666.0945263	670.5110254	668.1555592	-0.009436141	0.164897957	-0.057224122	0.954366663	0.971069089	TRINITY_GG_10328_c13_g1_i10.p1	Lko057S000558	1725701	1737002	+
OG0002946	NEOSPISA	SPISA	193.1773719	173.8402264	184.1533706	0.152245793	0.218512544	0.696737084	0.485967346	0.622907707	TRINITY_GG_10328_c2_g1_i11.p1	Lko057S000558	1701769	1720812	+
OG0002947	NEOSPISA	SPISA	44.52197106	45.62807578	45.03815326	-0.03051605	0.223664504	-0.136436715	0.891476051	0.932135118	TRINITY_GG_10330_c0_g1_i4.p1	Lko057S000558	1744536	1791690	-
OG0002948	NEOSPISA	SPISA	123.9378394	126.9743044	125.3548564	-0.032221825	0.152285226	-0.211588645	0.832427968	0.895683219	TRINITY_GG_10331_c2_g1_i9.p2	Lko057S000879	221615	222354	+
OG0002949	NEOSPISA	SPISA	934.4661663	1543.284039	1218.581174	-0.722858181	0.073104398	-9.888025875	4.69E-23	1.06E-21	TRINITY_GG_10331_c2_g1_i9.p1	Lko057S000879	219483	221141	-
OG0002950	NEOSPISA	SPISA	2451.42057	2380.254044	2418.209525	0.042853376	0.108668377	0.394350017	0.693322641	0.79593637	TRINITY_GG_10332_c0_g1_i2.p1	Lko057S000879	674299	681525	+
OG0002951	NEOSPISA	SPISA	334.8403797	236.774711	289.076401	0.500821897	0.130961098	3.824203569	1.31E-04	6.69E-04	TRINITY_GG_10332_c14_g1_i16.p1	Lko057S000879	375803	576719	+
OG0002952	NEOSPISA	SPISA	617.8459728	702.1107553	657.1695379	-0.182784742	0.129066829	-1.416202307	0.156716281	0.27224485	TRINITY_GG_10332_c2_g1_i1.p1	Lko057S000879	697866	701818	+
OG0002953	NEOSPISA	SPISA	76.41051187	74.29564246	75.42357281	0.03870836	0.160465802	0.241224978	0.809380753	0.880499035	TRINITY_GG_10332_c3_g1_i15.p1	Lko057S000879	769898	780731	+
OG0002954	NEOSPISA	SPISA	48.32895469	32.48874007	40.93685453	0.573320359	0.179681735	3.190754805	0.001419017	0.005653235	TRINITY_GG_10332_c4_g1_i2.p1	Lko057S000879	581781	585435	+
OG0002955	NEOSPISA	SPISA	80.95856791	209.9165158	141.1389436	-1.377229788	0.132597759	-10.38652388	2.86E-25	7.18E-24	TRINITY_GG_10332_c6_g1_i8.p1	Lko057S000879	591273	594397	-
OG0002956	NEOSPISA	SPISA	1282.238289	1064.558402	1180.654342	0.267952933	0.092985401	2.881666689	0.003955779	0.0138259	TRINITY_GG_10332_c9_g1_i13.p1	Lko057S000879	671462	672886	-
OG0002957	NEOSPISA	SPISA	260.5120124	233.3024391	247.8142115	0.156910898	0.20615552	0.761128773	0.446580156	0.587777069	TRINITY_GG_1033_c0_g1_i55.p1	Lko057S009750	21873	56539	-
OG0002958	NEOSPISA	SPISA	318.8474334	565.3503386	433.8821225	-0.825151883	0.123171494	-6.699211465	2.10E-11	2.35E-10	TRINITY_GG_1033_c2_g1_i1.p1	Lko057S000615	348512	348561	+
OG0002959	NEOSPISA	SPISA	5605.050407	4410.534385	5047.609597	0.345630328	0.102258678	3.379960847	7.25E-04	0.003111535	TRINITY_GG_1033_c3_g1_i1.p1	Lko057S009750	4514	21642	-
OG0002960	NEOSPISA	SPISA	33.37542993	36.13340706	34.66248592	-0.11980433	0.208315107	-0.575111095	0.565216165	0.691360672	TRINITY_GG_10368_c1_g1_i1.p1	Lko057S004054	378398	378454	-
OG0002961	NEOSPISA	SPISA	300.3395946	332.7805402	315.4787026	-0.146208064	0.22183967	-0.659070869	0.509850261	0.64369512	TRINITY_GG_10370_c0_g1_i4.p1	Lko057S000818	581206	672801	+
OG0002962	NEOSPISA	SPISA	359.7625258	290.4282473	327.4065291	0.309662344	0.110269521	2.80823152	0.00498144	0.016885141	TRINITY_GG_10385_c0_g1_i1.p1	Lko057S000537	5001	9017	+
OG0002963	NEOSPISA	SPISA	853.636237	462.1025191	670.920502	0.882741299	0.078567998	11.23537984	2.73E-29	8.22E-28	TRINITY_GG_10385_c0_g2_i3.p2	Lko057S000537	18991	41396	+
OG0002964	NEOSPISA	SPISA	36.8404011	35.89980969	36.40145844	0.04144253	0.238758461	0.173575128	0.862199381	0.914069538	TRINITY_GG_10387_c0_g2_i1.p1	Lko057C126031	338	531	-
OG0002965	NEOSPISA	SPISA	64.63451783	105.7205324	83.80799131	-0.708421136	0.175224653	-4.042930736	5.28E-05	2.88E-04	TRINITY_GG_10396_c0_g1_i54.p2	Lko057S002310	264106	268020	+
OG0002966	NEOSPISA	SPISA	116.4482909	126.3734807	121.0800461	-0.117377441	0.14293403	-0.82120011	0.411532294	0.554896309	TRINITY_GG_10396_c0_g1_i54.p1	Lko057S002310	245876	257427	+
OG0002967	NEOSPISA	SPISA	76.64619569	81.24880385	78.7940795	-0.084687741	0.185086997	-0.457556408	0.647271168	0.760240534	TRINITY_GG_10396_c1_g1_i5.p1	Lko057S002310	236520	242120	+
OG0002968	NEOSPISA	SPISA	34.97800813	125.9253628	77.42010699	-1.839020127	0.242136427	-7.59497507	3.08E-14	4.23E-13	TRINITY_GG_10397_c0_g3_i7.p1	Lko057S002310	70409	87418	+
OG0002969	NEOSPISA	SPISA	59.44164264	77.91534628	68.06270434	-0.389062659	0.225030794	-1.728930753	0.083821489	0.168708654	TRINITY_GG_10397_c1_g1_i1.p1	Lko057S002310	121970	129664	+
OG0002970	NEOSPISA	SPISA	26.88705793	33.16681842	29.81761283	-0.297171519	0.351195237	-0.846171837	0.39745689	0.540369026	TRINITY_GG_10397_c3_g1_i3.p1	Lko057S002310	34345	53127	-
OG0002971	NEOSPISA	SPISA	2710.188854	1965.929967	2362.86804	0.463329781	0.355520522	1.303243419	0.192491671	0.317379558	TRINITY_GG_103_c1_g1_i5.p1	Lko057S000368	290686	330587	+
OG0002972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRINITY_GG_10400_c0_g1_i1.p3	Lko057S002310	6347	6664	-
OG0002973	NEOSPISA	SPISA	1782.122835	1978.584909	1873.805136	-0.150898343	0.134516328	-1.121784588	0.261954041	0.398348085	TRINITY_GG_10404_c3_g1_i1.p1	Lko057S000168	1048642	1050450	+
OG0002975	NEOSPISA	SPISA	116.640196	98.82386475	108.3259081	0.241769685	0.129429747	1.867960732	0.061767545	0.132996472	TRINITY_GG_1040_c0_g1_i31.p1	Lko057S010296	21300	24768	+
OG0002976	NEOSPISA	SPISA	3777.280751	3073.423594	3448.814078	0.297592113	0.12625427	2.357085529	0.018419004	0.050589398	TRINITY_GG_10410_c0_g1_i1.p1	Lko057S000168	762943	783570	-
OG0002977	NEOSPISA	SPISA	300.1635211	468.4784202	378.710474	-0.64230647	0.532857475	-1.205400132	0.228048871	0.360495653	TRINITY_GG_10413_c0_g1_i10.p2	Lko057S000168	368895	369341	-
